fantoir_ban,fantoir_bano,voie,nb_ban,nb_bano,diff
,3055,Rue Edmond Geraud,,11,-11
3060,3060,rue edmond labasse,16,18,-2
3062,3062,rue edmond michelet,15,16,-1
3065,3065,rue edmond rostand,25,25,0
3070,3070,rue édouard branly,11,14,-3
3075,3075,rue édouard colonne,14,15,-1
3078,3078,rue édouard faure,21,22,-1
3080,3080,rue édouard larroque,27,36,-9
3085,3085,rue édouard mayaudon,63,63,0
3110,3110,rue el alamein,70,72,-2
3120,3120,rue élie gintrac,36,44,-8
3125,3125,rue elisée reclus,15,17,-2
3135,3135,rue émile combes,61,121,-60
3145,3145,rue émile dreux,46,47,-1
3150,3150,rue émile duploye,16,17,-1
5420,5420,rue émile fourcand,3,13,-10
3155,3155,rue émile fourcand,98,100,-2
3160,3160,rue émile gentil,35,35,0
3165,3165,rue émile géry,14,12,2
"",,rue émile henriot,1,,1
,3166,Rue Émile Henriot,,2,-2
"",,rue émile laparra,10,,10
,3170,Rue Émile Laparra,,11,-11
3175,3175,rue émile maurel,4,8,-4
3180,3180,rue émile pereire,25,25,0
3190,3190,rue émile zola,42,42,0
3185,3185,rue émilien tauriac,21,22,-1
3205,3205,rue entre 2 murs,6,9,-3
3218,3218,rue erik satie,14,11,3
,3219,Rue Ermend Bonnal,,2,-2
3220,3220,rue ernest bersot,25,26,-1
3225,3225,rue ernest denis,32,35,-3
3230,3230,rue ernest godard,7,7,0
3235,3235,rue ernest renan,92,96,-4
3240,3240,rue esmangard,15,15,0
3245,3245,rue espiot,42,39,3
3250,3250,rue esprit des loïs,30,31,-1
3260,3260,rue etchenique,117,125,-8
3265,3265,rue etcheto,11,11,0
3275,3275,rue étienne duperat,29,29,0
3280,3280,rue étienne huyard,13,14,-1
3282,3282,rue étienne lhoste,69,72,-3
3285,3285,rue étobon chenebier,21,22,-1
3305,3305,rue eugène jacquet,41,45,-4
3310,3310,rue eugène le roy,43,60,-17
3315,3315,rue eugène tenot,91,89,2
3360,3360,rue faidherbe,29,29,0
"",,rue falquet,41,,41
,3375,Rue Falquet,,54,-54
3380,3380,rue famatina,85,82,3
3420,3420,rue feaugas,38,41,-3
3428,,rue félix carme,31,,31
3445,3445,rue fénelon,5,6,-1
3340,3340,rue ferbeyre,1,335,-334
3455,3455,rue ferbeyre,53,56,-3
3460,3460,rue ferbos,47,48,-1
3470,3470,rue ferdinand de lesseps,18,21,-3
3472,3472,rue ferdinand palau,3,2,1
3485,3485,rue fernand audeguil,43,43,0
3480,3480,rue fernand barthélémy,20,19,1
3490,3490,rue fernand belliard,15,14,1
3495,3495,rue fernand cazères,2,2,0
3500,3500,rue fernand habasque,20,20,0
3510,3510,rue fernand marin,31,32,-1
3515,3515,rue fernand philippart,15,18,-3
3520,3520,rue ferrère,50,49,1
3530,3530,rue fieffé,140,149,-9
3535,3535,rue filaurie,16,13,3
3550,3550,rue fleche,7,5,2
3565,3565,rue flornoy,27,30,-3
3570,3570,rue fondaudege,202,200,2
3575,3575,rue fonfrede,69,66,3
3600,3600,rue forestier,50,53,-3
3620,3620,rue fourteau,17,21,-4
3625,3625,rue foy,16,15,1
3630,3630,rue fragonard,8,16,-8
3645,3645,rue francin,106,106,0
,3657,Rue Francisco Ferrer,,5,-5
3649,3649,rue francis garnier,21,19,2
3650,3650,rue francis jammes,64,73,-9
3655,3655,rue francis martin,25,27,-2
3670,3670,rue françois chambrelent,50,50,0
3660,3660,rue françois coppée,9,12,-3
3675,3675,rue françois daunes,42,48,-6
3685,3685,rue françois de sourdis,120,119,1
3693,3693,rue françois le gallais,5,5,0
3695,3695,rue françois leveque,12,11,1
3696,3696,rue françois marceau,66,60,6
3697,3697,rue françois mauriac caud,18,18,0
3699,3699,rue françois roganeau,3,4,-1
3635,3635,rue franc sanson,36,31,5
3700,3700,rue franklin,11,11,0
3705,3705,rue frantz despagnet,62,65,-3
3710,3710,rue frantz malvezin,54,50,4
3715,3715,rue frantz schrader,51,47,4
3725,3725,rue frédéric bastiat,35,36,-1
3730,3730,rue frédéric bentayoux,40,35,5
3735,3735,rue frère,121,125,-4
3765,3765,rue furtado,76,80,-4
3775,3775,rue gabillon,8,11,-3
3781,3781,rue gabriel frizeau,3,10,-7
3780,3780,rue gabriel leglise,39,37,2
3787,3787,rue gaétan dumas,33,33,0
,3800,Rue Galilée,,2,-2
3805,3805,rue galin,40,41,-1
"",,rue gambetta caud,4,,4
3815,3815,rue gambetta caud,85,74,11
3835,3835,rue garat,17,18,-1
3860,3860,rue gaspard philippe,30,31,-1
3865,3865,rue gaston lespiault,32,36,-4
3867,,rue gaston marchou,4,,4
3875,3875,rue gaugeacq,18,19,-1
3895,3895,rue gay lussac,24,28,-4
3908,3908,rue général de larminat,17,6,11
3915,3915,rue général gouraud,31,31,0
3925,3925,rue général mangin,15,20,-5
3945,3945,rue genesta,23,18,5
3950,3950,rue gensan,24,28,-4
3955,3955,rue gensonne,15,19,-4
3960,3960,rue geo delvaille,15,15,0
3972,3972,rue georges barres,17,21,-4
3973,3973,rue georges baziadoly,15,34,-19
3975,3975,rue georges bonnac,207,189,18
3980,3980,rue georges boubes,26,26,0
3995,3995,rue georges dalidet,12,12,0
"",,rue georges de sonneville,14,,14
4005,4005,rue georges juzan,20,20,0
4010,4010,rue georges mandel,215,212,3
4015,4015,rue georges rioux,34,38,-4
4020,4020,rue gerbier,3,5,-2
4025,4025,rue gergères,31,34,-3
"",,rue germaine tailleferre,1,,1
4035,4035,rue giacomo matteoti,33,34,-1
4040,4040,rue giner de los rios,57,57,0
4055,4055,rue gloris,14,15,-1
4060,4060,rue gobineau,2,3,-1
4065,4065,rue godard caud,106,102,4
4075,4075,rue gondalma,26,19,7
4085,4085,rue gouais lanos,24,23,1
4095,4095,rue goubeau,31,32,-1
4100,4100,rue gouffrand,24,27,-3
4115,4115,rue gourgues et marsaud,22,23,-1
4120,4120,rue gouvea,8,7,1
4125,4125,rue goya,86,85,1
4155,4155,rue grangeneuve,44,45,-1
4170,4170,rue grateloup,31,33,-2
4180,4180,rue gratiolet,24,25,-1
4190,4190,rue gravelotte,49,46,3
4210,4210,rue guadet,15,21,-6
4215,4215,rue guenard,18,17,1
4220,4220,rue guepin,28,29,-1
4225,4225,rue guérin,5,7,-2
4245,4245,rue guilhou,2,4,-2
4250,4250,rue guillaume brochon,9,11,-2
4255,4255,rue guillaume leblanc,179,179,0
4270,4270,rue guiraude,8,16,-8
4275,4275,rue gustave carde,27,28,-1
4280,4280,rue gustave danflou,15,14,1
"",,rue gustave eiffel,6,,6
,4281,Rue Gustave Eiffel,,6,-6
4282,,rue gustave gounouilhou,3,,3
4285,4285,rue guyart,4,4,0
4291,4291,rue guynemer caud,80,81,-1
4315,4315,rue hanappier,28,32,-4
4335,4335,rue hazera,18,18,0
4340,4340,rue hector berlioz,18,17,1
1684,1684,rue henri collet,9,4,5
4359,4359,rue henri collignon caud,19,20,-1
,4361,Rue Henri Collignon Caud,,20,-20
4365,4365,rue henri dunant,8,4,4
4370,4370,rue henri expert,11,16,-5
4371,4371,rue henri guillemin,6,18,-12
4345,4345,rue henri IV,61,62,-1
"",,rue henri labit,1,,1
4373,,rue henri libreau,14,,14
4374,4374,rue henri matisse,6,6,0
4375,4375,rue henri merand,16,14,2
4380,4380,rue henri rodel,13,14,-1
4362,4362,rue henry deffes,48,48,0
4395,4395,rue heriard dubreuil,46,47,-1
4410,4410,rue héron,57,65,-8
4415,4415,rue hippolyte minier,48,50,-2
4420,4420,rue hoche,76,76,0
4425,4425,rue honoré picon,20,21,-1
4430,4430,rue honoré tessier,13,14,-1
4445,4445,rue hortense,103,98,5
,4440,Rue Hortense,,109,-109
4470,4470,rue hugla,21,30,-9
4475,4475,rue huguerie,67,69,-2
4485,4485,rue hustin,15,19,-4
4505,4505,rue ingres,17,17,0
4511,4511,rue jac belaubre,18,13,5
4512,4512,rue jacques camille paris,9,5,4
4515,4515,rue jacques cartier,13,14,-1
"",,rue jacques d'welles,3,,3
,4517,Rue Jacques d'Welles,,2,-2
4514,4514,rue jacques ellul,2,3,-1
4516,4516,rue jacques lemarchand,22,24,-2
4520,4520,rue jacques rivière,6,7,-1
4526,4526,rue jacques thibaud,4,3,1
4540,4540,rue jardel,24,25,-1
4547,4547,rue jean anouilh,30,33,-3
4549,4549,rue jean artus,5,6,-1
4550,4550,rue jean balde,18,20,-2
4555,4555,rue jean baptiste colbert,20,22,-2
4565,4565,rue jean bart,19,17,2
4570,4570,rue jean bedouret,37,37,0
4580,4580,rue jean burguet,26,26,0
4584,4584,rue jean cocteau,33,33,0
4585,4585,rue jean coudanne,9,9,0
4595,4595,rue jean croix treyeran,21,23,-2
4616,4616,rue jean de la fontaine,34,33,1
4657,4657,rue jean de malet,12,11,1
4600,4600,rue jean descas,28,26,2
4605,4605,rue jean dollfus,32,33,-1
4610,4610,rue jean dumas,49,50,-1
4612,4612,rue jean dupas,17,19,-2
4590,4590,rue jean et charles pannetier,29,28,1
3757,3757,rue jean fleuret,1,15,-14
4613,4613,rue jean fleuret,4,5,-1
1916,1916,rue jean fleuret,3,20,-17
5837,,rue jean fleuret,5,,5
4617,4617,rue jean forton,66,66,0
,4614,Rue Jean Gabriel Domergue,,3,-3
4615,4615,rue jean grondel,43,44,-1
4620,4620,rue jean hameau,8,3,5
4630,4630,rue jean jacques bel,9,11,-2
4640,4640,rue jean jacques rabaud,8,11,-3
,4641,Rue Jean-Jacques Rabaud,,11,-11
4645,4645,rue jean jacques rousseau,70,18,52
4655,4655,rue jean lalanne,44,43,1
4660,4660,rue jean mermoz,32,36,-4
4663,,rue jean monnet,3,,3
4700,4700,rue jeanne,19,19,0
"",,rue jeanne de lestonnac,1,,1
"",,rue jeanne jugan,6,,6
4717,4717,rue jeannin,24,23,1
4668,4668,rue jean odin,17,20,-3
4675,4675,rue jean paul alaux,10,25,-15
4670,4670,rue jean pierre marie bouron,32,30,2
4680,4680,rue jean renaud dandicolle,180,180,0
4685,4685,rue jean richepin,7,7,0
4690,4690,rue jean sabarots,3,3,0
4695,4695,rue jean soula,108,109,-1
4698,4698,rue jean vaquier,8,2,6
4720,4720,rue jenny lépreux,24,22,2
4725,4725,rue jérôme mauvigney,9,9,0
4735,4735,rue jiel laval,21,21,0
4644,4644,rue j jacques rousseau caud,24,30,-6
4750,4750,rue joseph abria,12,29,-17
4755,4755,rue joseph aube,15,15,0
4758,4758,rue joseph bonnet,8,7,1
4759,4759,rue joseph brun,21,24,-3
4760,4760,rue joseph brunet,74,71,3
4765,4765,rue joseph de carayon latour,2,5,-3
4770,4770,rue joseph faure,85,93,-8
4785,4785,rue joséphine,56,63,-7
"",,rue joséphine baker,6,,6
4775,4775,rue joseph le brix,33,32,1
4780,4780,rue joseph pujol,47,48,-1
4790,4790,rue jouannet,11,12,-1
4810,4810,rue judaïque,280,270,10
4815,4815,rue jude,112,89,23
4820,4820,rue jules badal,22,22,0
4825,4825,rue jules betbeder,20,19,1
4830,4830,rue jules delpit,56,54,2
4835,4835,rue jules dugas,18,20,-2
4840,4840,rue jules ferry,62,53,9
4845,4845,rue jules guesde,53,55,-2
4850,4850,rue jules lemaître,27,29,-2
4855,4855,rue jules mabit,50,54,-4
4860,4860,rue jules michelet,16,30,-14
4865,4865,rue jules perrens,53,55,-2
4875,4875,rue jules steeg,45,42,3
4880,4880,rue jules verne,39,38,1
4885,4885,rue julie,13,13,0
4897,4897,rue kieser,50,50,0
4900,4900,rue kléber,250,130,120
4901,4901,rue kléber caud,74,80,-6
4905,4905,rue kyrie,43,41,2
4920,4920,rue labat,21,22,-1
4925,4925,rue labirat,17,20,-3
4930,4930,rue labottière,31,29,2
4910,4910,rue la boubée,14,18,-4
4940,4940,rue laboye,18,21,-3
4960,4960,rue lachassaigne,67,70,-3
4970,4970,rue laclotte,10,13,-3
4975,4975,rue lacornée,39,44,-5
4985,4985,rue lacour,29,30,-1
4995,4995,rue lacroix,21,23,-2
5015,5015,rue lafaurie de monbadon,74,78,-4
5020,5020,rue la fayette,9,11,-2
5025,5025,rue laffiteau,42,43,-1
5050,5050,rue lafon,8,7,1
5065,5065,rue lafontaine,87,97,-10
5075,5075,rue lageyre,16,17,-1
5080,5080,rue lagrange,104,116,-12
5085,5085,rue lagraveyre,40,49,-9
5100,5100,rue lajarte,35,34,1
5125,5125,rue laliment,8,11,-3
5135,5135,rue lamolinerie,15,14,1
5140,5140,rue la mothe,29,32,-3
5145,5145,rue lamothe pichon,19,20,-1
5148,5148,rue la motte picquet,1,16,-15
5150,5150,rue lamourous,45,46,-1
5158,5158,rue lana,3,2,1
5177,5177,rue la pérouse,5,6,-1
5180,5180,rue lapié,9,7,2
5185,5185,rue laplace,11,13,-2
5190,5190,rue laplacette,28,29,-1
"",,rue laporte,23,,23
5196,5196,rue laporte caud,23,30,-7
5200,5200,rue larmée,39,40,-1
5205,5205,rue laroche,95,99,-4
5210,5210,rue lartigue,10,12,-2
5217,5217,rue la seiglière,1,8,-7
5223,5223,rue lasserre,18,28,-10
5230,5230,rue latesta,38,35,3
5235,5235,rue latour,21,22,-1
5237,5237,rue la tour d'auvergne,67,66,1
5245,5245,rue lauradey,10,8,2
5250,5250,rue laure gatet,37,38,-1
5260,5260,rue laurent sens,17,17,0
5285,5285,rue laville fatin,48,54,-6
5300,5300,rue lavoisier,9,13,-4
5305,5305,rue leberthon,81,79,2
5310,5310,rue lebrun,27,26,1
5315,5315,rue le chapelier,25,28,-3
5320,5320,rue lecocq,222,230,-8
5325,5325,rue lefol,27,31,-4
5335,5335,rue lenotre,19,10,9
5345,5345,rue léo drouyn,8,7,1
5395,5395,rue léonard lenoir,29,32,-3
5360,5360,rue léon aucoc,10,12,-2
2730,2730,rue léon blum,1,16,-15
5367,5367,rue léon blum,93,93,0
5370,5370,rue léon bourgeois,15,12,3
5400,5400,rue léonce jugla,16,18,-2
5401,5401,rue léonce motelay,7,17,-10
5401,5401,Rue Léonce Motelay,1,17,-16
5405,5405,rue léonce peyrecave,7,8,-1
5410,5410,rue léonie,33,35,-2
5377,5377,rue léon jouhaux,9,10,-1
5380,5380,rue léon pallière,58,59,-1
5385,5385,rue léon roches,16,17,-1
,5390,Rue Leon Valade,,6,-6
5350,5350,rue léo saignât,37,38,-1
5415,5415,rue le reynart,26,27,-1
,5456,Rue Letellier,,12,-12
5460,5460,rue leupold,20,24,-4
5465,5465,rue levieux,44,45,-1
5475,5475,rue leydet,43,49,-6
5490,5490,rue leyronneire,21,22,-1
5495,5495,rue leyteire,77,88,-11
5500,5500,rue lherisson,29,29,0
5510,5510,rue lhote,10,13,-3
5545,5545,rue ligier,43,48,-5
5590,5590,rue lombard,77,72,5
5595,5595,rue longchamps,24,26,-2
5040,5040,rue louis beydts,3,86,-83
5630,5630,rue louis beydts,52,39,13
5640,5640,rue louis braille,32,33,-1
5645,5645,rue louis cabie,59,66,-7
5648,5648,rue louis combes,9,10,-1
5650,5650,rue louis coullet,2,2,0
5655,5655,rue louis david allegre,15,15,0
5660,5660,rue louis de foix,7,17,-10
5668,5668,rue louis gendreau,7,2,5
5670,5670,rue louis-jacques guichard,21,18,3
5675,5675,rue louis liard,32,33,-1
5680,5680,rue louis maydieu,22,27,-5
5684,5684,rue louis mesplet,7,7,0
5695,5695,rue louis mie,31,33,-2
5700,5700,rue louis sabourin,10,11,-1
5720,5720,rue lucien duffau,23,22,1
5725,5725,rue lucien faure,23,30,-7
5733,5733,rue luckner,19,19,0
5740,5740,rue luflade,22,28,-6
5745,5745,rue lugeol,31,28,3
5780,5780,rue mably,29,31,-2
"",,rue mac carthy,92,,92
5785,5785,Rue Mac Carthy Caud,6,99,-93
5805,5805,rue madère,12,14,-2
5820,5820,rue magendie,14,15,-1
5825,5825,rue magenta,12,13,-1
5830,5830,rue magnificat,8,8,0
5860,5860,rue malbec,236,245,-9
5865,5865,rue malescaut,18,20,-2
5875,5875,rue malleret,52,53,-1
5880,5880,rue mandron,175,174,1
5890,5890,rue manon cormier,157,155,2
5910,5910,rue marbotin,10,14,-4
5913,,rue marc boeuf,1,,1
5920,5920,rue marceau,51,197,-146
5930,5930,rue marcel,26,25,1
5932,5932,rue marcelin,19,19,0
5945,5945,rue marcelin berthelot,45,47,-2
5950,5950,rue marcelin jourdan,72,72,0
5935,5935,rue marcel issartier,13,13,0
5938,5938,rue marcel pagnol,8,14,-6
5940,5940,rue marcel sembat,17,15,2
5917,5917,rue marc sangnier,3,2,1
5965,5965,rue maréchal fayolle,12,13,-1
5970,5970,rue maréchal foch,43,44,-1
5980,5980,rue maréchal franchet esperey,8,10,-2
5985,5985,rue maréchal gallieni,38,39,-1
6010,6010,rue maréchal lyautey,11,10,1
6020,6020,rue maréchal maunoury,22,21,1
6035,6035,rue marengo,32,35,-3
6042,6042,rue margaux,21,24,-3
6043,6043,rue marguerite crauste,2,3,-1
7918,,rue marguerite crauste,4,,4
"",,rue marius faget,1,,1
6090,6090,rue marsan,90,95,-5
6100,6100,rue martignac,5,7,-2
6125,6125,rue maryse bastié,11,11,0
6130,6130,rue masséna,22,22,0
6135,6135,rue masson,20,18,2
6140,6140,rue mathieu,86,83,3
6150,6150,rue matignon,22,24,-2
6160,6160,rue maubec,25,27,-2
6170,6170,rue maubourguet,33,34,-1
6180,6180,rue maucoudinat,22,24,-2
6195,6195,rue mauriac,12,8,4
6210,6210,rue maurice,75,68,7
"",,rue maurice bersagol,2,,2
"",,rue maurice druon,24,,24
X042,,rue maurice druon,1,,1
,6216,Rue Maurice Druon,,24,-24
6222,6222,rue maurice lanoire,8,12,-4
6205,6205,rue maurice ravel,19,19,0
6230,6230,rue mautrec,9,11,-2
"",,rue max coyne,1,,1
,6240,Rue Max Coyne,,1,-1
6245,6245,rue maxime lalanne,33,33,0
6250,6250,rue maydieu,8,16,-8
6255,6255,rue mazagran,43,39,4
6260,6260,rue mazarin,108,111,-3
6263,,rue médecin colonel albert chemin,5,,5
,6264,Rue Médecin Général Grandpierre,,4,-4
6270,6270,rue mellis,32,30,2
6290,6290,rue mercière,27,30,-3
6295,6295,rue meret,10,12,-2
6320,6320,rue méry,15,19,-4
6325,6325,rue meste verdie,38,29,9
6330,6330,rue mestre,74,68,6
6335,6335,rue mestrezat,29,28,1
6340,6340,rue métivier,4,8,-4
6350,6350,rue mexico,53,51,2
6360,6360,rue michel favreau,24,23,1
6365,6365,rue michel montaigne,15,16,-1
6370,6370,rue millanges,8,8,0
6375,6375,rue millière,80,83,-3
6390,6390,rue minvielle,55,61,-6
6435,6435,rue molière,12,12,0
6440,6440,rue monadey,41,41,0
6445,6445,rue mondenard,158,157,1
6450,6450,rue mondesir,31,30,1
6460,6460,rue moni,37,38,-1
6470,6470,rue monneron,26,27,-1
6480,6480,rue monsarrat,98,101,-3
6490,6490,rue montaigne,17,17,0
6500,6500,rue montbazon,19,20,-1
6510,6510,rue montesquieu,13,13,0
6515,6515,rue montfaucon,82,86,-4
6525,6525,rue montgolfier,156,78,78
6530,6530,rue monthyon,25,26,-1
6535,6535,rue montmejean,76,72,4
6545,6545,rue morin,16,7,9
6555,6555,rue morion,31,31,0
6565,6565,rue morton,33,30,3
6590,6590,rue moulinié,22,30,-8
6605,6605,rue mouneyra,207,214,-7
6615,6615,rue mozart,55,74,-19
6635,6635,rue murat,37,29,8
6660,6660,rue naujac,229,232,-3
6665,6665,rue nauville,49,50,-1
"",,rue nelson suq,8,,8
,6673,Rue Nelson Suq,,8,-8
6685,6685,rue nérigean,30,33,-3
6690,6690,rue neuve,38,41,-3
6705,6705,rue ney,10,10,0
6710,6710,rue nicolas beaujon,39,45,-6
6725,6725,rue nicot,43,46,-3
6745,6745,rue notre-dame,140,144,-4
6770,6770,rue nuyens,20,56,-36
6785,6785,rue odilon redon,16,19,-3
6775,6775,rue o'reilly,4,1,3
6830,6830,rue oscar balaresque,22,22,0
6835,6835,rue oscar et jean auriac,14,16,-2
6840,6840,rue padouin,34,33,1
6850,6850,rue pages,43,46,-3
6935,6935,rue parlement saint-pierre,26,27,-1
6955,6955,rue pascal lafargue,98,104,-6
6960,6960,rue pascal mothes,36,35,1
6975,6975,rue pasteur,319,258,61
6995,6995,rue paul antin,62,64,-2
,6998,Rue Paul Baudenon,,1,-1
,5111,Rue Paul Baudenon,,1,-1
7000,7000,rue paul bert,28,28,0
7005,7005,rue paul berthelot,35,35,0
7010,7010,rue paul broca,10,19,-9
7015,7015,rue paul camelle,89,91,-2
7020,7020,rue paul courteault,46,42,4
7025,7025,rue paul denuce,31,23,8
7030,7030,rue paul doumer,23,21,2
7070,7070,rue paulin,105,103,2
7075,7075,rue pauline kergomard,54,62,-8
7040,7040,rue paul louis lande,68,73,-5
7045,7045,rue paul mamert,26,30,-4
7050,7050,rue paul painlevé,2,4,-2
7055,7055,rue paul proteau,13,13,0
7060,7060,rue paul quinsac,28,29,-1
7067,7067,rue paul valéry,20,34,-14
7068,7068,rue paul verlaine,37,37,0
7100,7100,rue pedroni,22,24,-2
7105,7105,rue pelleport,272,276,-4
7120,7120,rue penicaud,21,21,0
"",,rue père dieuzaide,5,,5
,7127,Rue Père Dieuzaide,,5,-5
7130,7130,rue père louis de jabrun,24,25,-1
7140,7140,rue perey,100,47,53
7150,7150,rue perinot,45,46,-1
7155,7155,rue permentade,54,60,-6
7200,7200,rue petit parc,51,52,-1
7225,7225,rue peyreblanque,23,25,-2
7229,7229,rue peyrodeau minoy,11,13,-2
7240,7240,rue peyronnet,37,40,-3
7255,,rue pierlot,1,,1
7260,7260,rue pierre,48,53,-5
7267,7267,rue pierre baour,27,36,-9
7270,7270,rue pierre brossolette,17,16,1
"",,rue pierre chareau,2,,2
,7273,Rue Pierre Chareau,,4,-4
7275,7275,rue pierre charron,3,12,-9
7285,7285,rue pierre curie,19,20,-1
7280,7280,rue pierre de coubertin,7,7,0
7298,7298,rue pierre de ladime,54,58,-4
7290,7290,rue pierre duhem,61,69,-8
7299,7299,rue pierre latecoère,2,7,-5
7300,7300,rue pierre loti,62,29,33
7301,7301,rue pierre loti caud,8,29,-21
7310,7310,rue pierre noguey,40,40,0
7315,7315,rue pierre paris,24,24,0
7325,7325,rue pierre trebod,31,25,6
7330,7330,rue pilet,12,13,-1
7335,7335,rue piliers de tutelle,29,32,-3
7355,7355,rue planterose,36,38,-2
7380,7380,rue poissonnier,27,26,1
7385,7385,rue poitevin,10,10,0
7400,7400,rue pomme d'or,68,74,-6
7440,7440,rue ponthelier,27,27,0
7445,7445,rue poquelin molière,25,29,-4
7485,7485,rue porte de la monnaie,34,36,-2
7475,7475,rue porte des portanets,6,7,-1
7495,7495,rue poudensan,38,36,2
7500,7500,rue poujeau,55,33,22
7505,7505,rue pourmann,35,42,-7
7515,7515,rue poyenne,54,60,-6
7545,7545,rue premeynard,35,38,-3
7555,7555,rue président coty,8,8,0
7570,7570,rue preville,26,25,1
7580,7580,rue privât,26,27,-1
7584,7584,rue professeur andré lambinet,7,10,-3
7604,7604,rue professeur delmas marsalet,6,6,0
7623,7623,rue professeur moreau,34,33,1
7630,7630,rue professeur pachon,20,20,0
7655,7655,rue professeur villemin,47,48,-1
7665,7665,rue promis,28,29,-1
7670,7670,rue prosper,26,30,-4
7675,7675,rue prunier,108,116,-8
7700,7700,rue puységur,50,52,-2
7715,7715,rue queyret caud,41,35,6
7735,7735,rue quintin,112,114,-2
7740,7740,rue rabanis,8,11,-3
7750,7750,rue rabot,24,19,5
7761,7761,rue racine,23,24,-1
7765,7765,rue ramonet,27,30,-3
7768,,rue raoul dufy,2,,2
7775,7775,rue râteau,11,12,-1
7780,7780,rue ravez,20,17,3
7788,7788,rue raymond auguste monvoisin,4,4,0
7790,7790,rue raymond bordier,55,54,1
,7808,Rue Raymond Jeanvrot,,11,-11
7800,7800,rue raymond lartigue,36,37,-1
7805,7805,rue raymond lavigne,43,65,-22
7815,7815,rue raymond poincaré,32,24,8
7820,7820,rue raze,30,28,2
,7830,Rue Redon,,5,-5
7840,7840,rue régis,28,28,0
7845,7845,rue reignier,72,74,-2
7870,7870,rue renault,33,35,-2
"",,rue rené buthaud,2,,2
,7868,Rue René Buthaut,,1,-1
7871,,rue rené cassin,7,,7
7872,7872,rue rené magne,24,26,-2
7880,7880,rue rené roy de clotte,41,44,-3
7885,7885,rue renière,29,30,-1
7895,7895,rue répond,47,43,4
7920,7920,rue riausac,14,16,-2
7930,7930,rue richard,8,12,-4
7935,7935,rue richelieu,28,30,-2
7959,7959,rue robert caumont,5,2,3
7958,7958,rue robert charazac,5,4,1
7960,7960,rue robert d'ennery,62,60,2
7963,7963,rue robert lateulade,1,1,0
7968,7968,rue robert schuman,10,9,1
7970,7970,rue roborel de climens,54,54,0
7975,7975,rue rochambeau,35,39,-4
7985,7985,rue rode,18,19,-1
8000,8000,rue rodrigues pereire,48,50,-2
8005,8005,rue roger allo,41,42,-1
8010,8010,rue roger bigorre,14,13,1
8015,8015,rue roger ducasse,17,17,0
8025,8025,rue roger mirassou,55,61,-6
8026,8026,rue roger touton,24,29,-5
8033,8033,rue roland dorgeles,1,1,0
8040,8040,rue rolland,30,32,-2
8060,8060,rue rosa bonheur,84,82,2
8065,8065,rue rosalie,16,17,-1
8070,8070,rue rose,20,23,-3
8085,8085,rue rosny,30,30,0
8095,8095,rue roturier,20,21,-1
8115,8115,rue roullet,40,42,-2
8160,8160,rue saige,8,8,0
8195,8195,rue saint-benoît,15,18,-3
,8370,Rue Sainte-Anne,,1,-1
8390,8390,rue sainte-catherine,268,275,-7
8395,8395,rue sainte-cécile,31,31,0
8400,8400,rue sainte-colombe,41,41,0
8411,8411,rue sainte-élisabeth caud,23,19,4
8420,8420,rue sainte-eugénie,29,46,-17
8430,8430,rue sainte-geneviève,42,42,0
8435,8435,rue sainte-germaine,2,3,-1
8205,8205,rue saint-éloi,8,13,-5
8450,8450,rue sainte-luce,42,41,1
8455,8455,rue sainte-marguerite,14,14,0
8460,8460,rue sainte-marie,20,17,3
"",,rue sainte-monique,62,,62
,8465,Rue Sainte-Monique,,59,-59
8470,8470,rue sainte-philomène,23,22,1
8475,8475,rue sainte-thérèse,15,17,-2
8215,8215,rue saint-étienne,19,20,-1
8225,8225,rue saint-fort,45,46,-1
8230,8230,rue saint-françois,55,61,-6
8235,8235,rue saint-gènes,182,187,-5
8240,8240,rue saint-gilbert,9,10,-1
8245,8245,rue saint-hubert,24,29,-5
8255,8255,rue saint-james,45,48,-3
8265,8265,rue saint-jean,92,91,1
8270,8270,rue saint-joseph,63,65,-2
8275,8275,rue saint-laurent,28,26,2
2955,,rue saint-maur,1,,1
8315,8315,rue saint-maur,19,22,-3
8320,8320,rue saint-nicolas,48,50,-2
8350,8350,rue saint-rémi,69,68,1
8355,8355,rue saint-sernin,38,46,-8
8360,8360,rue saint-siméon,9,11,-2
8365,8365,rue saint-vincent-de-paul,18,22,-4
8503,,rue samuel kirsz,4,,4
8505,8505,rue sanche de pomiers,43,45,-2
8510,8510,rue sansas,18,22,-4
8515,8515,rue santé garibaldi,22,22,0
8525,8525,rue sarrette,19,21,-2
8555,8555,rue saumenude,21,21,0
8565,8565,rue sauteyron,45,45,0
8570,8570,rue sauvageon,30,27,3
8580,8580,rue savigné chanteloup,40,41,-1
8585,8585,rue scaliger,45,48,-3
"",,rue schnegg,4,,4
8588,8588,rue sébastien prévôt,4,3,1
8590,8590,rue segalier,57,56,1
8620,8620,rue séraphin,24,27,-3
8640,8640,rue serr,42,52,-10
8645,8645,rue servandoni,71,70,1
8660,8660,rue sicard,16,49,-33
8675,8675,rue simone,7,2,5
8700,8700,rue solle,87,92,-5
8720,8720,rue soubiras,64,55,9
"",,rue stehelin,133,,133
,8760,Rue Stéhélin,,123,-123
8775,8775,rue succursale,31,33,-2
8777,8777,rue suffren,7,10,-3
8780,8780,rue sullivan,49,53,-4
